,Date,Prefecture,Deaths(Cumulative)
17586,2021/5/10,Fukui,33
17587,2021/5/10,Yamanashi,19
17588,2021/5/10,Nagano,72
17589,2021/5/10,Gifu,138
17590,2021/5/10,Shizuoka,127
17591,2021/5/10,Aichi,653
17592,2021/5/10,Mie,91
17593,2021/5/10,Shiga,67
17594,2021/5/10,Kyoto,193
17595,2021/5/10,Osaka,1730
17596,2021/5/10,Hyogo,778
17597,2021/5/10,Nara,88
17598,2021/5/10,Wakayama,34
17599,2021/5/10,Tottori,2
17600,2021/5/10,Shimane,0
17601,2021/5/10,Okayama,49
17602,2021/5/10,Hiroshima,111
17603,2021/5/10,Yamaguchi,49
17604,2021/5/10,Tokushima,51
17605,2021/5/10,Kagawa,23
17606,2021/5/10,Ehime,57
17607,2021/5/10,Kochi,20
17608,2021/5/10,Fukuoka,372
17609,2021/5/10,Saga,14
17610,2021/5/10,Nagasaki,45
17611,2021/5/10,Kumamoto,83
17612,2021/5/10,Oita,28
17613,2021/5/10,Miyazaki,23
17614,2021/5/10,Kagoshima,28
17615,2021/5/10,Okinawa,139
17616,2021/5/11,ALL,11060
17617,2021/5/11,Hokkaido,906
17618,2021/5/11,Aomori,26
17619,2021/5/11,Iwate,36
17620,2021/5/11,Miyagi,74
17621,2021/5/11,Akita,9
17622,2021/5/11,Yamagata,36
17623,2021/5/11,Fukushima,129
17624,2021/5/11,Ibaraki,135
17625,2021/5/11,Tochigi,74
17626,2021/5/11,Gunma,109
17627,2021/5/11,Saitama,752
17628,2021/5/11,Chiba,648
17629,2021/5/11,Tokyo,1923
17630,2021/5/11,Kanagawa,841
17631,2021/5/11,Niigata,27
17632,2021/5/11,Toyama,32
17633,2021/5/11,Ishikawa,88
17634,2021/5/11,Fukui,33
17635,2021/5/11,Yamanashi,19
17636,2021/5/11,Nagano,72
17637,2021/5/11,Gifu,140
17638,2021/5/11,Shizuoka,129
17639,2021/5/11,Aichi,656
17640,2021/5/11,Mie,93
17641,2021/5/11,Shiga,67
17642,2021/5/11,Kyoto,194
17643,2021/5/11,Osaka,1785
17644,2021/5/11,Hyogo,797
17645,2021/5/11,Nara,91
17646,2021/5/11,Wakayama,34
17647,2021/5/11,Tottori,2
17648,2021/5/11,Shimane,0
17649,2021/5/11,Okayama,49
17650,2021/5/11,Hiroshima,111
17651,2021/5/11,Yamaguchi,49
17652,2021/5/11,Tokushima,52
17653,2021/5/11,Kagawa,23
17654,2021/5/11,Ehime,60
17655,2021/5/11,Kochi,20
17656,2021/5/11,Fukuoka,374
17657,2021/5/11,Saga,15
17658,2021/5/11,Nagasaki,46
17659,2021/5/11,Kumamoto,83
17660,2021/5/11,Oita,30
17661,2021/5/11,Miyazaki,24
17662,2021/5/11,Kagoshima,28
17663,2021/5/11,Okinawa,139
17664,2021/5/12,ALL,11161
17665,2021/5/12,Hokkaido,913
17666,2021/5/12,Aomori,27
17667,2021/5/12,Iwate,38
17668,2021/5/12,Miyagi,74
17669,2021/5/12,Akita,9
17670,2021/5/12,Yamagata,37
17671,2021/5/12,Fukushima,129
17672,2021/5/12,Ibaraki,135
17673,2021/5/12,Tochigi,74
17674,2021/5/12,Gunma,110
17675,2021/5/12,Saitama,755
17676,2021/5/12,Chiba,648
17677,2021/5/12,Tokyo,1931
17678,2021/5/12,Kanagawa,842
17679,2021/5/12,Niigata,27
17680,2021/5/12,Toyama,32
17681,2021/5/12,Ishikawa,88
17682,2021/5/12,Fukui,34
17683,2021/5/12,Yamanashi,19
17684,2021/5/12,Nagano,72
17685,2021/5/12,Gifu,142
17686,2021/5/12,Shizuoka,129
17687,2021/5/12,Aichi,657
17688,2021/5/12,Mie,95
17689,2021/5/12,Shiga,68
17690,2021/5/12,Kyoto,194
17691,2021/5/12,Osaka,1835
17692,2021/5/12,Hyogo,811
17693,2021/5/12,Nara,92
17694,2021/5/12,Wakayama,34
17695,2021/5/12,Tottori,2
17696,2021/5/12,Shimane,0
17697,2021/5/12,Okayama,49
17698,2021/5/12,Hiroshima,111
17699,2021/5/12,Yamaguchi,49
17700,2021/5/12,Tokushima,52
17701,2021/5/12,Kagawa,23
17702,2021/5/12,Ehime,63
17703,2021/5/12,Kochi,20
17704,2021/5/12,Fukuoka,374
17705,2021/5/12,Saga,15
17706,2021/5/12,Nagasaki,46
17707,2021/5/12,Kumamoto,83
17708,2021/5/12,Oita,30
17709,2021/5/12,Miyazaki,25
17710,2021/5/12,Kagoshima,28
17711,2021/5/12,Okinawa,140
17712,2021/5/13,ALL,11251
17713,2021/5/13,Hokkaido,919
17714,2021/5/13,Aomori,27
17715,2021/5/13,Iwate,39
17716,2021/5/13,Miyagi,75
17717,2021/5/13,Akita,9
17718,2021/5/13,Yamagata,37
17719,2021/5/13,Fukushima,129
17720,2021/5/13,Ibaraki,136
17721,2021/5/13,Tochigi,74
17722,2021/5/13,Gunma,111
17723,2021/5/13,Saitama,758
17724,2021/5/13,Chiba,650
17725,2021/5/13,Tokyo,1938
17726,2021/5/13,Kanagawa,847
17727,2021/5/13,Niigata,27
17728,2021/5/13,Toyama,32
17729,2021/5/13,Ishikawa,92
17730,2021/5/13,Fukui,34
17731,2021/5/13,Yamanashi,19
17732,2021/5/13,Nagano,72
17733,2021/5/13,Gifu,142
17734,2021/5/13,Shizuoka,129
17735,2021/5/13,Aichi,660
17736,2021/5/13,Mie,95
17737,2021/5/13,Shiga,68
17738,2021/5/13,Kyoto,195
17739,2021/5/13,Osaka,1868
17740,2021/5/13,Hyogo,818
17741,2021/5/13,Nara,93
17742,2021/5/13,Wakayama,35
17743,2021/5/13,Tottori,2
17744,2021/5/13,Shimane,0
17745,2021/5/13,Okayama,49
17746,2021/5/13,Hiroshima,111
17747,2021/5/13,Yamaguchi,50
17748,2021/5/13,Tokushima,54
17749,2021/5/13,Kagawa,23
17750,2021/5/13,Ehime,64
17751,2021/5/13,Kochi,20
17752,2021/5/13,Fukuoka,380
17753,2021/5/13,Saga,15
17754,2021/5/13,Nagasaki,47
17755,2021/5/13,Kumamoto,84
17756,2021/5/13,Oita,31
17757,2021/5/13,Miyazaki,25
17758,2021/5/13,Kagoshima,28
17759,2021/5/13,Okinawa,140
17760,2021/5/14,ALL,11361
17761,2021/5/14,Hokkaido,927
17762,2021/5/14,Aomori,27
17763,2021/5/14,Iwate,39
17764,2021/5/14,Miyagi,75
17765,2021/5/14,Akita,9
17766,2021/5/14,Yamagata,37
17767,2021/5/14,Fukushima,130
17768,2021/5/14,Ibaraki,137
17769,2021/5/14,Tochigi,74
17770,2021/5/14,Gunma,111
17771,2021/5/14,Saitama,758
17772,2021/5/14,Chiba,653
17773,2021/5/14,Tokyo,1940
17774,2021/5/14,Kanagawa,849
17775,2021/5/14,Niigata,27
17776,2021/5/14,Toyama,32
17777,2021/5/14,Ishikawa,93
17778,2021/5/14,Fukui,34
17779,2021/5/14,Yamanashi,19
17780,2021/5/14,Nagano,72
17781,2021/5/14,Gifu,142
17782,2021/5/14,Shizuoka,130
17783,2021/5/14,Aichi,662
17784,2021/5/14,Mie,96
17785,2021/5/14,Shiga,69
17786,2021/5/14,Kyoto,196
17787,2021/5/14,Osaka,1901
17788,2021/5/14,Hyogo,840
17789,2021/5/14,Nara,96
17790,2021/5/14,Wakayama,35
17791,2021/5/14,Tottori,2
17792,2021/5/14,Shimane,0
17793,2021/5/14,Okayama,68
17794,2021/5/14,Hiroshima,112
17795,2021/5/14,Yamaguchi,51
17796,2021/5/14,Tokushima,54
17797,2021/5/14,Kagawa,24
17798,2021/5/14,Ehime,64
17799,2021/5/14,Kochi,20
17800,2021/5/14,Fukuoka,384
17801,2021/5/14,Saga,15
17802,2021/5/14,Nagasaki,48
17803,2021/5/14,Kumamoto,84
17804,2021/5/14,Oita,32
17805,2021/5/14,Miyazaki,25
17806,2021/5/14,Kagoshima,28
17807,2021/5/14,Okinawa,140
17808,2021/5/15,ALL,11459
17809,2021/5/15,Hokkaido,929
17810,2021/5/15,Aomori,27
17811,2021/5/15,Iwate,39
17812,2021/5/15,Miyagi,75
17813,2021/5/15,Akita,9
17814,2021/5/15,Yamagata,37
17815,2021/5/15,Fukushima,130
17816,2021/5/15,Ibaraki,137
17817,2021/5/15,Tochigi,74
17818,2021/5/15,Gunma,114
17819,2021/5/15,Saitama,760
17820,2021/5/15,Chiba,655
17821,2021/5/15,Tokyo,1951
17822,2021/5/15,Kanagawa,854
17823,2021/5/15,Niigata,27
17824,2021/5/15,Toyama,32
17825,2021/5/15,Ishikawa,96
17826,2021/5/15,Fukui,34
17827,2021/5/15,Yamanashi,19
17828,2021/5/15,Nagano,73
17829,2021/5/15,Gifu,143
17830,2021/5/15,Shizuoka,130
17831,2021/5/15,Aichi,666
17832,2021/5/15,Mie,96
17833,2021/5/15,Shiga,69
17834,2021/5/15,Kyoto,196
17835,2021/5/15,Osaka,1943
17836,2021/5/15,Hyogo,848
17837,2021/5/15,Nara,97
17838,2021/5/15,Wakayama,35
17839,2021/5/15,Tottori,2
17840,2021/5/15,Shimane,0
17841,2021/5/15,Okayama,70
17842,2021/5/15,Hiroshima,112
17843,2021/5/15,Yamaguchi,51
17844,2021/5/15,Tokushima,55
17845,2021/5/15,Kagawa,24
17846,2021/5/15,Ehime,64
17847,2021/5/15,Kochi,20
17848,2021/5/15,Fukuoka,390
17849,2021/5/15,Saga,15
17850,2021/5/15,Nagasaki,50
17851,2021/5/15,Kumamoto,84
17852,2021/5/15,Oita,33
17853,2021/5/15,Miyazaki,25
17854,2021/5/15,Kagoshima,28
17855,2021/5/15,Okinawa,141
17856,2021/5/16,ALL,11504
17857,2021/5/16,Hokkaido,934
17858,2021/5/16,Aomori,27
17859,2021/5/16,Iwate,40
17860,2021/5/16,Miyagi,75
17861,2021/5/16,Akita,9
17862,2021/5/16,Yamagata,37
17863,2021/5/16,Fukushima,131
17864,2021/5/16,Ibaraki,137
17865,2021/5/16,Tochigi,74
17866,2021/5/16,Gunma,115
17867,2021/5/16,Saitama,762
17868,2021/5/16,Chiba,655
17869,2021/5/16,Tokyo,1951
17870,2021/5/16,Kanagawa,854
17871,2021/5/16,Niigata,27
17872,2021/5/16,Toyama,32
17873,2021/5/16,Ishikawa,96
17874,2021/5/16,Fukui,34
17875,2021/5/16,Yamanashi,19
17876,2021/5/16,Nagano,75
17877,2021/5/16,Gifu,143
17878,2021/5/16,Shizuoka,130
17879,2021/5/16,Aichi,669
17880,2021/5/16,Mie,96
17881,2021/5/16,Shiga,69
17882,2021/5/16,Kyoto,196
17883,2021/5/16,Osaka,1958
17884,2021/5/16,Hyogo,855
17885,2021/5/16,Nara,98
17886,2021/5/16,Wakayama,35
17887,2021/5/16,Tottori,2
17888,2021/5/16,Shimane,0
17889,2021/5/16,Okayama,71
17890,2021/5/16,Hiroshima,112
17891,2021/5/16,Yamaguchi,51
17892,2021/5/16,Tokushima,56
17893,2021/5/16,Kagawa,24
17894,2021/5/16,Ehime,66
17895,2021/5/16,Kochi,20
17896,2021/5/16,Fukuoka,391
17897,2021/5/16,Saga,15
17898,2021/5/16,Nagasaki,52
17899,2021/5/16,Kumamoto,84
17900,2021/5/16,Oita,33
17901,2021/5/16,Miyazaki,25
17902,2021/5/16,Kagoshima,28
17903,2021/5/16,Okinawa,141
17904,2021/5/17,ALL,11620
17905,2021/5/17,Hokkaido,944
17906,2021/5/17,Aomori,27
17907,2021/5/17,Iwate,40
17908,2021/5/17,Miyagi,77
17909,2021/5/17,Akita,9
17910,2021/5/17,Yamagata,37
17911,2021/5/17,Fukushima,131
17912,2021/5/17,Ibaraki,137
17913,2021/5/17,Tochigi,74
17914,2021/5/17,Gunma,117
17915,2021/5/17,Saitama,765
17916,2021/5/17,Chiba,655
17917,2021/5/17,Tokyo,1958
17918,2021/5/17,Kanagawa,855
17919,2021/5/17,Niigata,34
17920,2021/5/17,Toyama,32
17921,2021/5/17,Ishikawa,97
17922,2021/5/17,Fukui,34
17923,2021/5/17,Yamanashi,19
17924,2021/5/17,Nagano,75
17925,2021/5/17,Gifu,143
17926,2021/5/17,Shizuoka,131
17927,2021/5/17,Aichi,672
17928,2021/5/17,Mie,96
17929,2021/5/17,Shiga,72
17930,2021/5/17,Kyoto,196
17931,2021/5/17,Osaka,1981
17932,2021/5/17,Hyogo,895
17933,2021/5/17,Nara,99
17934,2021/5/17,Wakayama,35
17935,2021/5/17,Tottori,2
17936,2021/5/17,Shimane,0
17937,2021/5/17,Okayama,73
17938,2021/5/17,Hiroshima,113
17939,2021/5/17,Yamaguchi,53
17940,2021/5/17,Tokushima,56
17941,2021/5/17,Kagawa,24
17942,2021/5/17,Ehime,67
17943,2021/5/17,Kochi,20
17944,2021/5/17,Fukuoka,391
17945,2021/5/17,Saga,16
17946,2021/5/17,Nagasaki,54
17947,2021/5/17,Kumamoto,86
17948,2021/5/17,Oita,33
17949,2021/5/17,Miyazaki,25
17950,2021/5/17,Kagoshima,28
17951,2021/5/17,Okinawa,142
17952,2021/5/18,ALL,11848
17953,2021/5/18,Hokkaido,952
17954,2021/5/18,Aomori,27
17955,2021/5/18,Iwate,41
17956,2021/5/18,Miyagi,79
17957,2021/5/18,Akita,11
17958,2021/5/18,Yamagata,37
17959,2021/5/18,Fukushima,131
17960,2021/5/18,Ibaraki,138
17961,2021/5/18,Tochigi,74
17962,2021/5/18,Gunma,119
17963,2021/5/18,Saitama,766
17964,2021/5/18,Chiba,657
17965,2021/5/18,Tokyo,1969
17966,2021/5/18,Kanagawa,858
17967,2021/5/18,Niigata,34
17968,2021/5/18,Toyama,32
17969,2021/5/18,Ishikawa,97
17970,2021/5/18,Fukui,34
17971,2021/5/18,Yamanashi,19
17972,2021/5/18,Nagano,76
17973,2021/5/18,Gifu,145
17974,2021/5/18,Shizuoka,131
17975,2021/5/18,Aichi,681
17976,2021/5/18,Mie,97
17977,2021/5/18,Shiga,74
17978,2021/5/18,Kyoto,196
17979,2021/5/18,Osaka,2014
17980,2021/5/18,Hyogo,1024
17981,2021/5/18,Nara,100
17982,2021/5/18,Wakayama,35
17983,2021/5/18,Tottori,2
17984,2021/5/18,Shimane,0
17985,2021/5/18,Okayama,74
17986,2021/5/18,Hiroshima,113
17987,2021/5/18,Yamaguchi,53
17988,2021/5/18,Tokushima,58
17989,2021/5/18,Kagawa,24
17990,2021/5/18,Ehime,67
17991,2021/5/18,Kochi,20
17992,2021/5/18,Fukuoka,396
17993,2021/5/18,Saga,16
17994,2021/5/18,Nagasaki,54
17995,2021/5/18,Kumamoto,89
17996,2021/5/18,Oita,35
17997,2021/5/18,Miyazaki,25
17998,2021/5/18,Kagoshima,28
17999,2021/5/18,Okinawa,146
18000,2021/5/19,ALL,11939
18001,2021/5/19,Hokkaido,964
18002,2021/5/19,Aomori,27
18003,2021/5/19,Iwate,42
18004,2021/5/19,Miyagi,80
18005,2021/5/19,Akita,11
18006,2021/5/19,Yamagata,37
18007,2021/5/19,Fukushima,133
18008,2021/5/19,Ibaraki,139
18009,2021/5/19,Tochigi,74
18010,2021/5/19,Gunma,121
18011,2021/5/19,Saitama,769
18012,2021/5/19,Chiba,658
18013,2021/5/19,Tokyo,1984
18014,2021/5/19,Kanagawa,859
18015,2021/5/19,Niigata,34
18016,2021/5/19,Toyama,33
18017,2021/5/19,Ishikawa,98
18018,2021/5/19,Fukui,34
18019,2021/5/19,Yamanashi,19
18020,2021/5/19,Nagano,76
18021,2021/5/19,Gifu,146
18022,2021/5/19,Shizuoka,131
18023,2021/5/19,Aichi,686
18024,2021/5/19,Mie,98
18025,2021/5/19,Shiga,74
18026,2021/5/19,Kyoto,197
18027,2021/5/19,Osaka,2036
18028,2021/5/19,Hyogo,1034
18029,2021/5/19,Nara,100
18030,2021/5/19,Wakayama,36
18031,2021/5/19,Tottori,2
18032,2021/5/19,Shimane,0
18033,2021/5/19,Okayama,76
18034,2021/5/19,Hiroshima,114
18035,2021/5/19,Yamaguchi,55
18036,2021/5/19,Tokushima,58
18037,2021/5/19,Kagawa,24
18038,2021/5/19,Ehime,67
18039,2021/5/19,Kochi,20
18040,2021/5/19,Fukuoka,396
18041,2021/5/19,Saga,16
18042,2021/5/19,Nagasaki,56
18043,2021/5/19,Kumamoto,89
18044,2021/5/19,Oita,37
18045,2021/5/19,Miyazaki,25
18046,2021/5/19,Kagoshima,28
18047,2021/5/19,Okinawa,146
18048,2021/5/20,ALL,12049
18049,2021/5/20,Hokkaido,973
18050,2021/5/20,Aomori,27
18051,2021/5/20,Iwate,42
18052,2021/5/20,Miyagi,81
18053,2021/5/20,Akita,11
18054,2021/5/20,Yamagata,37
18055,2021/5/20,Fukushima,133
18056,2021/5/20,Ibaraki,139
18057,2021/5/20,Tochigi,74
18058,2021/5/20,Gunma,122
18059,2021/5/20,Saitama,770
18060,2021/5/20,Chiba,659
18061,2021/5/20,Tokyo,1997
18062,2021/5/20,Kanagawa,861
18063,2021/5/20,Niigata,34
18064,2021/5/20,Toyama,34
18065,2021/5/20,Ishikawa,98
18066,2021/5/20,Fukui,34
18067,2021/5/20,Yamanashi,19
18068,2021/5/20,Nagano,76
18069,2021/5/20,Gifu,148
18070,2021/5/20,Shizuoka,131
18071,2021/5/20,Aichi,691
18072,2021/5/20,Mie,99
18073,2021/5/20,Shiga,74
18074,2021/5/20,Kyoto,199
18075,2021/5/20,Osaka,2068
18076,2021/5/20,Hyogo,1055
18077,2021/5/20,Nara,100
18078,2021/5/20,Wakayama,36
18079,2021/5/20,Tottori,2
18080,2021/5/20,Shimane,0
18081,2021/5/20,Okayama,80
18082,2021/5/20,Hiroshima,116
18083,2021/5/20,Yamaguchi,55
18084,2021/5/20,Tokushima,58
18085,2021/5/20,Kagawa,24
18086,2021/5/20,Ehime,68
18087,2021/5/20,Kochi,20
18088,2021/5/20,Fukuoka,404
18089,2021/5/20,Saga,17
18090,2021/5/20,Nagasaki,57
18091,2021/5/20,Kumamoto,89
18092,2021/5/20,Oita,37
18093,2021/5/20,Miyazaki,25
18094,2021/5/20,Kagoshima,28
18095,2021/5/20,Okinawa,147
18096,2021/5/21,ALL,12158
18097,2021/5/21,Hokkaido,985
18098,2021/5/21,Aomori,28
18099,2021/5/21,Iwate,42
18100,2021/5/21,Miyagi,82
18101,2021/5/21,Akita,11
18102,2021/5/21,Yamagata,37
18103,2021/5/21,Fukushima,133
18104,2021/5/21,Ibaraki,141
18105,2021/5/21,Tochigi,74
18106,2021/5/21,Gunma,123
18107,2021/5/21,Saitama,773
18108,2021/5/21,Chiba,663
18109,2021/5/21,Tokyo,2010
18110,2021/5/21,Kanagawa,865
18111,2021/5/21,Niigata,34
18112,2021/5/21,Toyama,34
18113,2021/5/21,Ishikawa,98
18114,2021/5/21,Fukui,34
18115,2021/5/21,Yamanashi,19
18116,2021/5/21,Nagano,76
18117,2021/5/21,Gifu,149
18118,2021/5/21,Shizuoka,132
18119,2021/5/21,Aichi,696
18120,2021/5/21,Mie,101
18121,2021/5/21,Shiga,74
18122,2021/5/21,Kyoto,200
18123,2021/5/21,Osaka,2090
18124,2021/5/21,Hyogo,1073
18125,2021/5/21,Nara,101
18126,2021/5/21,Wakayama,37
18127,2021/5/21,Tottori,2
18128,2021/5/21,Shimane,0
18129,2021/5/21,Okayama,83
18130,2021/5/21,Hiroshima,117
18131,2021/5/21,Yamaguchi,56
18132,2021/5/21,Tokushima,59
18133,2021/5/21,Kagawa,24
18134,2021/5/21,Ehime,70
18135,2021/5/21,Kochi,20
18136,2021/5/21,Fukuoka,407
18137,2021/5/21,Saga,18
18138,2021/5/21,Nagasaki,60
18139,2021/5/21,Kumamoto,89
18140,2021/5/21,Oita,37
18141,2021/5/21,Miyazaki,25
18142,2021/5/21,Kagoshima,28
18143,2021/5/21,Okinawa,148
18144,2021/5/22,ALL,12246
18145,2021/5/22,Hokkaido,990
18146,2021/5/22,Aomori,28
18147,2021/5/22,Iwate,43
18148,2021/5/22,Miyagi,82
18149,2021/5/22,Akita,12
18150,2021/5/22,Yamagata,37
18151,2021/5/22,Fukushima,133
18152,2021/5/22,Ibaraki,142
18153,2021/5/22,Tochigi,74
18154,2021/5/22,Gunma,124
18155,2021/5/22,Saitama,777
18156,2021/5/22,Chiba,666
18157,2021/5/22,Tokyo,2015
18158,2021/5/22,Kanagawa,869
18159,2021/5/22,Niigata,34
18160,2021/5/22,Toyama,34
18161,2021/5/22,Ishikawa,98
18162,2021/5/22,Fukui,34
18163,2021/5/22,Yamanashi,19
18164,2021/5/22,Nagano,76
18165,2021/5/22,Gifu,150
18166,2021/5/22,Shizuoka,132
18167,2021/5/22,Aichi,704
18168,2021/5/22,Mie,101
18169,2021/5/22,Shiga,75
18170,2021/5/22,Kyoto,200
18171,2021/5/22,Osaka,2114
18172,2021/5/22,Hyogo,1087
18173,2021/5/22,Nara,102
18174,2021/5/22,Wakayama,37
18175,2021/5/22,Tottori,2
18176,2021/5/22,Shimane,0
18177,2021/5/22,Okayama,86
18178,2021/5/22,Hiroshima,117
18179,2021/5/22,Yamaguchi,57
18180,2021/5/22,Tokushima,60
18181,2021/5/22,Kagawa,24
18182,2021/5/22,Ehime,71
18183,2021/5/22,Kochi,20
18184,2021/5/22,Fukuoka,413
18185,2021/5/22,Saga,18
18186,2021/5/22,Nagasaki,61
18187,2021/5/22,Kumamoto,90
18188,2021/5/22,Oita,37
18189,2021/5/22,Miyazaki,25
18190,2021/5/22,Kagoshima,28
18191,2021/5/22,Okinawa,148
18192,2021/5/23,ALL,12308
18193,2021/5/23,Hokkaido,1001
18194,2021/5/23,Aomori,28
18195,2021/5/23,Iwate,43
18196,2021/5/23,Miyagi,82
18197,2021/5/23,Akita,12
18198,2021/5/23,Yamagata,38
18199,2021/5/23,Fukushima,133
18200,2021/5/23,Ibaraki,142
18201,2021/5/23,Tochigi,75
18202,2021/5/23,Gunma,127
18203,2021/5/23,Saitama,777
18204,2021/5/23,Chiba,666
18205,2021/5/23,Tokyo,2017
18206,2021/5/23,Kanagawa,869
18207,2021/5/23,Niigata,34
18208,2021/5/23,Toyama,34
18209,2021/5/23,Ishikawa,98
18210,2021/5/23,Fukui,34
18211,2021/5/23,Yamanashi,19
18212,2021/5/23,Nagano,76
18213,2021/5/23,Gifu,150
18214,2021/5/23,Shizuoka,132
18215,2021/5/23,Aichi,710
18216,2021/5/23,Mie,101
18217,2021/5/23,Shiga,75
18218,2021/5/23,Kyoto,200
18219,2021/5/23,Osaka,2128
18220,2021/5/23,Hyogo,1096
18221,2021/5/23,Nara,104
18222,2021/5/23,Wakayama,39
18223,2021/5/23,Tottori,2
18224,2021/5/23,Shimane,0
18225,2021/5/23,Okayama,90
18226,2021/5/23,Hiroshima,117
18227,2021/5/23,Yamaguchi,57
18228,2021/5/23,Tokushima,61
18229,2021/5/23,Kagawa,24
18230,2021/5/23,Ehime,71
18231,2021/5/23,Kochi,20
18232,2021/5/23,Fukuoka,416
18233,2021/5/23,Saga,18
18234,2021/5/23,Nagasaki,61
18235,2021/5/23,Kumamoto,92
18236,2021/5/23,Oita,38
18237,2021/5/23,Miyazaki,25
18238,2021/5/23,Kagoshima,28
18239,2021/5/23,Okinawa,148
18240,2021/5/24,ALL,12394
18241,2021/5/24,Hokkaido,1016
18242,2021/5/24,Aomori,28
18243,2021/5/24,Iwate,43
18244,2021/5/24,Miyagi,82
18245,2021/5/24,Akita,12
18246,2021/5/24,Yamagata,38
18247,2021/5/24,Fukushima,133
18248,2021/5/24,Ibaraki,143
18249,2021/5/24,Tochigi,75
18250,2021/5/24,Gunma,128
18251,2021/5/24,Saitama,777
18252,2021/5/24,Chiba,666
18253,2021/5/24,Tokyo,2017
18254,2021/5/24,Kanagawa,869
18255,2021/5/24,Niigata,34
18256,2021/5/24,Toyama,34
18257,2021/5/24,Ishikawa,98
18258,2021/5/24,Fukui,34
18259,2021/5/24,Yamanashi,19
18260,2021/5/24,Nagano,76
18261,2021/5/24,Gifu,150
18262,2021/5/24,Shizuoka,133
18263,2021/5/24,Aichi,716
18264,2021/5/24,Mie,103
18265,2021/5/24,Shiga,75
18266,2021/5/24,Kyoto,201
18267,2021/5/24,Osaka,2163
18268,2021/5/24,Hyogo,1104
18269,2021/5/24,Nara,106
18270,2021/5/24,Wakayama,40
18271,2021/5/24,Tottori,2
18272,2021/5/24,Shimane,0
18273,2021/5/24,Okayama,92
18274,2021/5/24,Hiroshima,119
18275,2021/5/24,Yamaguchi,58
18276,2021/5/24,Tokushima,61
18277,2021/5/24,Kagawa,24
18278,2021/5/24,Ehime,71
18279,2021/5/24,Kochi,20
18280,2021/5/24,Fukuoka,422
18281,2021/5/24,Saga,18
18282,2021/5/24,Nagasaki,61
18283,2021/5/24,Kumamoto,93
18284,2021/5/24,Oita,38
18285,2021/5/24,Miyazaki,25
18286,2021/5/24,Kagoshima,29
18287,2021/5/24,Okinawa,148
18288,2021/5/25,ALL,12492
18289,2021/5/25,Hokkaido,1025
18290,2021/5/25,Aomori,28
18291,2021/5/25,Iwate,43
18292,2021/5/25,Miyagi,82
18293,2021/5/25,Akita,12
18294,2021/5/25,Yamagata,38
18295,2021/5/25,Fukushima,136
18296,2021/5/25,Ibaraki,143
18297,2021/5/25,Tochigi,75
18298,2021/5/25,Gunma,130
18299,2021/5/25,Saitama,778
18300,2021/5/25,Chiba,669
18301,2021/5/25,Tokyo,2026
18302,2021/5/25,Kanagawa,870
18303,2021/5/25,Niigata,36
18304,2021/5/25,Toyama,35
18305,2021/5/25,Ishikawa,99
18306,2021/5/25,Fukui,34
18307,2021/5/25,Yamanashi,19
18308,2021/5/25,Nagano,76
18309,2021/5/25,Gifu,153
18310,2021/5/25,Shizuoka,134
18311,2021/5/25,Aichi,720
18312,2021/5/25,Mie,103
18313,2021/5/25,Shiga,76
18314,2021/5/25,Kyoto,203
18315,2021/5/25,Osaka,2190
18316,2021/5/25,Hyogo,1119
18317,2021/5/25,Nara,108
18318,2021/5/25,Wakayama,40
18319,2021/5/25,Tottori,2
18320,2021/5/25,Shimane,0
18321,2021/5/25,Okayama,95
18322,2021/5/25,Hiroshima,119
18323,2021/5/25,Yamaguchi,58
18324,2021/5/25,Tokushima,61
18325,2021/5/25,Kagawa,24
18326,2021/5/25,Ehime,72
18327,2021/5/25,Kochi,20
18328,2021/5/25,Fukuoka,427
18329,2021/5/25,Saga,18
18330,2021/5/25,Nagasaki,62
18331,2021/5/25,Kumamoto,94
18332,2021/5/25,Oita,38
18333,2021/5/25,Miyazaki,25
18334,2021/5/25,Kagoshima,29
18335,2021/5/25,Okinawa,148
18336,2021/5/26,ALL,12597
18337,2021/5/26,Hokkaido,1038
18338,2021/5/26,Aomori,29
18339,2021/5/26,Iwate,43
18340,2021/5/26,Miyagi,82
18341,2021/5/26,Akita,12
18342,2021/5/26,Yamagata,39
18343,2021/5/26,Fukushima,138
18344,2021/5/26,Ibaraki,144
18345,2021/5/26,Tochigi,75
18346,2021/5/26,Gunma,133
18347,2021/5/26,Saitama,778
18348,2021/5/26,Chiba,673
18349,2021/5/26,Tokyo,2031
18350,2021/5/26,Kanagawa,871
18351,2021/5/26,Niigata,36
18352,2021/5/26,Toyama,35
18353,2021/5/26,Ishikawa,101
18354,2021/5/26,Fukui,34
18355,2021/5/26,Yamanashi,19
18356,2021/5/26,Nagano,76
18357,2021/5/26,Gifu,154
18358,2021/5/26,Shizuoka,135
18359,2021/5/26,Aichi,730
18360,2021/5/26,Mie,103
18361,2021/5/26,Shiga,79
18362,2021/5/26,Kyoto,203
18363,2021/5/26,Osaka,2217
18364,2021/5/26,Hyogo,1136
18365,2021/5/26,Nara,110
18366,2021/5/26,Wakayama,41
18367,2021/5/26,Tottori,2
18368,2021/5/26,Shimane,0
18369,2021/5/26,Okayama,97
18370,2021/5/26,Hiroshima,119
18371,2021/5/26,Yamaguchi,60
18372,2021/5/26,Tokushima,61
