,Date,Prefecture,Requiring inpatient care,Discharged from hospital or released from treatment,To be confirmed
13891,2021/2/28,Kyoto,329,8578,15
13892,2021/2/28,Osaka,1051,44543,412
13893,2021/2/28,Hyogo,417,16996,0
13894,2021/2/28,Nara,70,3242,0
13895,2021/2/28,Wakayama,12,1109,24
13896,2021/2/28,Tottori,3,202,3
13897,2021/2/28,Shimane,5,279,0
13898,2021/2/28,Okayama,53,2389,10
13899,2021/2/28,Hiroshima,37,4875,8
13900,2021/2/28,Yamaguchi,56,1288,0
13901,2021/2/28,Tokushima,28,408,0
13902,2021/2/28,Kagawa,28,707,0
13903,2021/2/28,Ehime,39,1001,0
13904,2021/2/28,Kochi,1,866,0
13905,2021/2/28,Fukuoka,711,17040,0
13906,2021/2/28,Saga,60,1009,20
13907,2021/2/28,Kumamoto,44,3330,7
13908,2021/2/28,Oita,33,1239,0
13909,2021/2/28,Miyazaki,24,1896,10
13910,2021/2/28,Kagoshima,35,1726,26
13911,2021/2/28,Okinawa,267,7812,5
13912,2021/3/1,ALL,13134,409917,676
13913,2021/3/1,Hokkaido,549,17900,6
13914,2021/3/1,Aomori,25,771,0
13915,2021/3/1,Iwate,8,516,0
13916,2021/3/1,Miyagi,104,3497,0
13917,2021/3/1,Akita,2,261,0
13918,2021/3/1,Yamagata,14,514,0
13919,2021/3/1,Fukushima,120,1771,0
13920,2021/3/1,Ibaraki,363,5335,0
13921,2021/3/1,Tochigi,127,3908,0
13922,2021/3/1,Gunma,184,4249,0
13923,2021/3/1,Saitama,1193,27645,0
13924,2021/3/1,Chiba,1632,24434,0
13925,2021/3/1,Tokyo,3091,107311,0
13926,2021/3/1,Kanagawa,1055,43215,0
13927,2021/3/1,Niigata,85,985,0
13928,2021/3/1,Toyama,13,864,0
13929,2021/3/1,Ishikawa,131,1686,22
13930,2021/3/1,Fukui,4,516,0
13931,2021/3/1,Yamanashi,6,916,0
13932,2021/3/1,Nagano,12,2343,32
13933,2021/3/1,Gifu,143,4478,0
13934,2021/3/1,Shizuoka,196,4862,0
13935,2021/3/1,Aichi,653,24690,0
13936,2021/3/1,Mie,135,2422,78
13937,2021/3/1,Shiga,127,2296,0
13938,2021/3/1,Kyoto,294,8629,15
13939,2021/3/1,Osaka,1072,44575,413
13940,2021/3/1,Hyogo,383,17055,0
13941,2021/3/1,Nara,65,3253,0
13942,2021/3/1,Wakayama,9,1113,24
13943,2021/3/1,Tottori,3,202,3
13944,2021/3/1,Shimane,5,279,0
13945,2021/3/1,Okayama,53,2389,12
13946,2021/3/1,Hiroshima,37,4877,8
13947,2021/3/1,Yamaguchi,51,1292,0
13948,2021/3/1,Tokushima,25,411,0
13949,2021/3/1,Kagawa,24,711,0
13950,2021/3/1,Ehime,37,1004,0
13951,2021/3/1,Kochi,1,866,0
13952,2021/3/1,Fukuoka,608,17162,0
13953,2021/3/1,Saga,65,1010,20
13954,2021/3/1,Kumamoto,37,3334,1
13955,2021/3/1,Oita,32,1240,0
13956,2021/3/1,Miyazaki,23,1896,11
13957,2021/3/1,Kagoshima,34,1727,26
13958,2021/3/1,Okinawa,269,7817,5
13959,2021/3/2,ALL,12738,411132,689
13960,2021/3/2,Hokkaido,543,17944,20
13961,2021/3/2,Aomori,26,771,0
13962,2021/3/2,Iwate,7,517,0
13963,2021/3/2,Miyagi,103,3516,0
13964,2021/3/2,Akita,1,262,0
13965,2021/3/2,Yamagata,13,515,0
13966,2021/3/2,Fukushima,121,1777,0
13967,2021/3/2,Ibaraki,338,5374,0
13968,2021/3/2,Tochigi,129,3917,0
13969,2021/3/2,Gunma,183,4260,0
13970,2021/3/2,Saitama,1223,27705,0
13971,2021/3/2,Chiba,1518,24630,0
13972,2021/3/2,Tokyo,3083,107546,0
13973,2021/3/2,Kanagawa,1007,43345,0
13974,2021/3/2,Niigata,80,996,0
13975,2021/3/2,Toyama,10,867,0
13976,2021/3/2,Ishikawa,120,1700,20
13977,2021/3/2,Fukui,4,516,0
13978,2021/3/2,Yamanashi,6,916,0
13979,2021/3/2,Nagano,12,2343,32
13980,2021/3/2,Gifu,143,4487,0
13981,2021/3/2,Shizuoka,196,4880,0
13982,2021/3/2,Aichi,621,24749,0
13983,2021/3/2,Mie,131,2434,78
13984,2021/3/2,Shiga,125,2309,0
13985,2021/3/2,Kyoto,279,8651,19
13986,2021/3/2,Osaka,1023,44700,414
13987,2021/3/2,Hyogo,374,17081,0
13988,2021/3/2,Nara,56,3265,0
13989,2021/3/2,Wakayama,9,1113,24
13990,2021/3/2,Tottori,3,202,3
13991,2021/3/2,Shimane,5,279,0
13992,2021/3/2,Okayama,53,2389,14
13993,2021/3/2,Hiroshima,30,4887,7
13994,2021/3/2,Yamaguchi,49,1296,0
13995,2021/3/2,Tokushima,23,413,0
13996,2021/3/2,Kagawa,22,715,0
13997,2021/3/2,Ehime,36,1005,0
13998,2021/3/2,Kochi,4,866,0
13999,2021/3/2,Fukuoka,548,17237,0
14000,2021/3/2,Saga,64,1014,19
14001,2021/3/2,Kumamoto,34,3340,1
14002,2021/3/2,Oita,25,1248,0
14003,2021/3/2,Miyazaki,20,1905,7
14004,2021/3/2,Kagoshima,32,1729,26
14005,2021/3/2,Okinawa,273,7829,5
14006,2021/3/3,ALL,12380,412572,680
14007,2021/3/3,Hokkaido,523,17990,11
14008,2021/3/3,Aomori,24,773,0
14009,2021/3/3,Iwate,2,522,0
14010,2021/3/3,Miyagi,110,3523,0
14011,2021/3/3,Akita,1,262,0
14012,2021/3/3,Yamagata,13,515,0
14013,2021/3/3,Fukushima,155,1779,0
14014,2021/3/3,Ibaraki,331,5414,0
14015,2021/3/3,Tochigi,121,3932,0
14016,2021/3/3,Gunma,190,4270,0
14017,2021/3/3,Saitama,1210,27808,0
14018,2021/3/3,Chiba,1428,24881,0
14019,2021/3/3,Tokyo,2979,107947,0
14020,2021/3/3,Kanagawa,1012,43472,0
14021,2021/3/3,Niigata,71,1006,0
14022,2021/3/3,Toyama,8,869,0
14023,2021/3/3,Ishikawa,122,1710,24
14024,2021/3/3,Fukui,3,517,0
14025,2021/3/3,Yamanashi,6,917,0
14026,2021/3/3,Nagano,12,2343,32
14027,2021/3/3,Gifu,142,4496,0
14028,2021/3/3,Shizuoka,205,4892,0
14029,2021/3/3,Aichi,609,24790,0
14030,2021/3/3,Mie,132,2436,78
14031,2021/3/3,Shiga,134,2317,0
14032,2021/3/3,Kyoto,181,8744,11
14033,2021/3/3,Osaka,1018,44801,413
14034,2021/3/3,Hyogo,381,17111,0
14035,2021/3/3,Nara,58,3267,0
14036,2021/3/3,Wakayama,9,1113,24
14037,2021/3/3,Tottori,3,202,3
14038,2021/3/3,Shimane,4,280,0
14039,2021/3/3,Okayama,53,2389,22
14040,2021/3/3,Hiroshima,32,4892,5
14041,2021/3/3,Yamaguchi,48,1298,0
14042,2021/3/3,Tokushima,23,414,0
14043,2021/3/3,Kagawa,19,718,0
14044,2021/3/3,Ehime,37,1005,0
14045,2021/3/3,Kochi,4,866,0
14046,2021/3/3,Fukuoka,501,17295,0
14047,2021/3/3,Saga,58,1022,19
14048,2021/3/3,Kumamoto,32,3343,1
14049,2021/3/3,Oita,24,1250,0
14050,2021/3/3,Miyazaki,22,1905,5
14051,2021/3/3,Kagoshima,27,1735,27
14052,2021/3/3,Okinawa,274,7846,5
14053,2021/3/4,ALL,12244,413818,705
14054,2021/3/4,Hokkaido,534,18024,30
14055,2021/3/4,Aomori,23,775,0
14056,2021/3/4,Iwate,2,522,0
14057,2021/3/4,Miyagi,137,3529,0
14058,2021/3/4,Akita,1,262,0
14059,2021/3/4,Yamagata,12,516,0
14060,2021/3/4,Fukushima,180,1785,0
14061,2021/3/4,Ibaraki,341,5440,0
14062,2021/3/4,Tochigi,103,3961,0
14063,2021/3/4,Gunma,201,4279,0
14064,2021/3/4,Saitama,1268,27865,0
14065,2021/3/4,Chiba,1369,25044,0
14066,2021/3/4,Tokyo,2939,108243,0
14067,2021/3/4,Kanagawa,1044,43573,0
14068,2021/3/4,Niigata,71,1009,0
14069,2021/3/4,Toyama,7,870,0
14070,2021/3/4,Ishikawa,109,1722,20
14071,2021/3/4,Fukui,3,517,0
14072,2021/3/4,Yamanashi,6,918,0
14073,2021/3/4,Nagano,12,2343,32
14074,2021/3/4,Gifu,130,4514,0
14075,2021/3/4,Shizuoka,183,4922,0
14076,2021/3/4,Aichi,575,24874,0
14077,2021/3/4,Mie,117,2454,78
14078,2021/3/4,Shiga,153,2324,0
14079,2021/3/4,Kyoto,163,8769,13
14080,2021/3/4,Osaka,981,44917,413
14081,2021/3/4,Hyogo,351,17173,0
14082,2021/3/4,Nara,60,3270,0
14083,2021/3/4,Wakayama,11,1113,24
14084,2021/3/4,Tottori,3,202,3
14085,2021/3/4,Shimane,3,281,0
14086,2021/3/4,Okayama,53,2389,22
14087,2021/3/4,Hiroshima,34,4892,5
14088,2021/3/4,Yamaguchi,44,1301,0
14089,2021/3/4,Tokushima,26,415,0
14090,2021/3/4,Kagawa,17,721,0
14091,2021/3/4,Ehime,32,1010,0
14092,2021/3/4,Kochi,13,866,0
14093,2021/3/4,Fukuoka,485,17346,0
14094,2021/3/4,Saga,52,1031,19
14095,2021/3/4,Kumamoto,31,3347,0
14096,2021/3/4,Oita,22,1253,0
14097,2021/3/4,Miyazaki,16,1930,14
14098,2021/3/4,Kagoshima,24,1738,27
14099,2021/3/4,Okinawa,285,7863,5
14100,2021/3/5,ALL,12120,415085,671
14101,2021/3/5,Hokkaido,564,18090,3
14102,2021/3/5,Aomori,24,776,0
14103,2021/3/5,Iwate,2,523,0
14104,2021/3/5,Miyagi,140,3543,0
14105,2021/3/5,Akita,1,262,0
14106,2021/3/5,Yamagata,12,516,0
14107,2021/3/5,Fukushima,190,1793,0
14108,2021/3/5,Ibaraki,356,5469,0
14109,2021/3/5,Tochigi,107,3970,0
14110,2021/3/5,Gunma,191,4301,0
14111,2021/3/5,Saitama,1256,27956,0
14112,2021/3/5,Chiba,1379,25166,0
14113,2021/3/5,Tokyo,2884,108587,0
14114,2021/3/5,Kanagawa,1031,43706,0
14115,2021/3/5,Niigata,77,1013,0
14116,2021/3/5,Toyama,9,870,0
14117,2021/3/5,Ishikawa,103,1730,19
14118,2021/3/5,Fukui,3,517,0
14119,2021/3/5,Yamanashi,4,920,0
14120,2021/3/5,Nagano,16,2343,32
14121,2021/3/5,Gifu,125,4525,0
14122,2021/3/5,Shizuoka,189,4938,0
14123,2021/3/5,Aichi,586,24927,0
14124,2021/3/5,Mie,111,2464,78
14125,2021/3/5,Shiga,157,2334,0
14126,2021/3/5,Kyoto,154,8781,14
14127,2021/3/5,Osaka,907,45061,412
14128,2021/3/5,Hyogo,354,17186,0
14129,2021/3/5,Nara,63,3278,0
14130,2021/3/5,Wakayama,11,1114,24
14131,2021/3/5,Tottori,3,202,3
14132,2021/3/5,Shimane,3,281,0
14133,2021/3/5,Okayama,44,2419,13
14134,2021/3/5,Hiroshima,31,4899,4
14135,2021/3/5,Yamaguchi,39,1306,0
14136,2021/3/5,Tokushima,29,415,0
14137,2021/3/5,Kagawa,17,722,0
14138,2021/3/5,Ehime,28,1015,0
14139,2021/3/5,Kochi,17,866,0
14140,2021/3/5,Fukuoka,472,17396,0
14141,2021/3/5,Saga,54,1034,19
14142,2021/3/5,Kumamoto,32,3347,4
14143,2021/3/5,Oita,20,1255,0
14144,2021/3/5,Miyazaki,16,1930,14
14145,2021/3/5,Kagoshima,21,1741,27
14146,2021/3/5,Okinawa,275,7887,5
14147,2021/3/6,ALL,12155,416050,679
14148,2021/3/6,Hokkaido,561,18138,2
14149,2021/3/6,Aomori,24,776,0
14150,2021/3/6,Iwate,2,523,0
14151,2021/3/6,Miyagi,156,3554,0
14152,2021/3/6,Akita,1,262,0
14153,2021/3/6,Yamagata,12,516,0
14154,2021/3/6,Fukushima,191,1800,0
14155,2021/3/6,Ibaraki,339,5514,0
14156,2021/3/6,Tochigi,111,3978,0
14157,2021/3/6,Gunma,198,4310,0
14158,2021/3/6,Saitama,1323,27993,0
14159,2021/3/6,Chiba,1396,25253,0
14160,2021/3/6,Tokyo,2892,108864,0
14161,2021/3/6,Kanagawa,1044,43797,0
14162,2021/3/6,Niigata,74,1021,0
14163,2021/3/6,Toyama,9,870,0
14164,2021/3/6,Ishikawa,93,1742,20
14165,2021/3/6,Fukui,2,518,0
14166,2021/3/6,Yamanashi,4,920,0
14167,2021/3/6,Nagano,17,2343,32
14168,2021/3/6,Gifu,129,4530,0
14169,2021/3/6,Shizuoka,187,4947,0
14170,2021/3/6,Aichi,579,24981,0
14171,2021/3/6,Mie,110,2475,78
14172,2021/3/6,Shiga,150,2349,0
14173,2021/3/6,Kyoto,154,8781,14
14174,2021/3/6,Osaka,923,45126,411
14175,2021/3/6,Hyogo,362,17212,0
14176,2021/3/6,Nara,66,3283,0
14177,2021/3/6,Wakayama,9,1116,24
14178,2021/3/6,Tottori,2,203,3
14179,2021/3/6,Shimane,1,283,0
14180,2021/3/6,Okayama,44,2419,22
14181,2021/3/6,Hiroshima,31,4899,4
14182,2021/3/6,Yamaguchi,35,1309,0
14183,2021/3/6,Tokushima,26,419,0
14184,2021/3/6,Kagawa,14,726,0
14185,2021/3/6,Ehime,23,1019,0
14186,2021/3/6,Kochi,18,866,0
14187,2021/3/6,Fukuoka,427,17466,0
14188,2021/3/6,Saga,52,1036,19
14189,2021/3/6,Kumamoto,32,3347,4
14190,2021/3/6,Oita,20,1255,0
14191,2021/3/6,Miyazaki,16,1930,14
14192,2021/3/6,Kagoshima,16,1746,27
14193,2021/3/6,Okinawa,269,7922,5
14194,2021/3/7,ALL,12154,417018,721
14195,2021/3/7,Hokkaido,559,18176,44
14196,2021/3/7,Aomori,24,776,0
14197,2021/3/7,Iwate,2,523,0
14198,2021/3/7,Miyagi,176,3567,0
14199,2021/3/7,Akita,1,262,0
14200,2021/3/7,Yamagata,7,521,0
14201,2021/3/7,Fukushima,204,1810,0
14202,2021/3/7,Ibaraki,332,5542,0
14203,2021/3/7,Tochigi,112,3986,0
14204,2021/3/7,Gunma,174,4340,0
14205,2021/3/7,Saitama,1381,28050,0
14206,2021/3/7,Chiba,1335,25422,0
14207,2021/3/7,Tokyo,2896,109097,0
14208,2021/3/7,Kanagawa,1016,43942,0
14209,2021/3/7,Niigata,72,1030,0
14210,2021/3/7,Toyama,10,870,0
14211,2021/3/7,Ishikawa,83,1750,18
14212,2021/3/7,Fukui,2,518,0
14213,2021/3/7,Yamanashi,4,920,0
14214,2021/3/7,Nagano,18,2346,31
14215,2021/3/7,Gifu,125,4535,0
14216,2021/3/7,Shizuoka,204,4953,0
14217,2021/3/7,Aichi,566,25027,0
14218,2021/3/7,Mie,107,2480,78
14219,2021/3/7,Shiga,153,2359,0
14220,2021/3/7,Kyoto,154,8781,14
14221,2021/3/7,Osaka,953,45171,411
14222,2021/3/7,Hyogo,359,17229,0
14223,2021/3/7,Nara,71,3285,0
14224,2021/3/7,Wakayama,9,1116,24
14225,2021/3/7,Tottori,2,203,3
14226,2021/3/7,Shimane,1,283,0
14227,2021/3/7,Okayama,44,2419,27
14228,2021/3/7,Hiroshima,34,4907,0
14229,2021/3/7,Yamaguchi,32,1313,0
14230,2021/3/7,Tokushima,26,420,1
14231,2021/3/7,Kagawa,16,726,0
14232,2021/3/7,Ehime,21,1021,0
14233,2021/3/7,Kochi,19,866,0
14234,2021/3/7,Fukuoka,426,17496,0
14235,2021/3/7,Saga,57,1043,19
14236,2021/3/7,Kumamoto,32,3356,5
14237,2021/3/7,Oita,18,1257,0
14238,2021/3/7,Miyazaki,16,1930,14
14239,2021/3/7,Kagoshima,16,1746,27
14240,2021/3/7,Okinawa,276,7933,5
14241,2021/3/8,ALL,11734,418046,705
14242,2021/3/8,Hokkaido,603,18201,38
14243,2021/3/8,Aomori,19,781,0
14244,2021/3/8,Iwate,2,523,0
14245,2021/3/8,Miyagi,188,3578,0
14246,2021/3/8,Akita,1,262,0
14247,2021/3/8,Yamagata,7,522,0
14248,2021/3/8,Fukushima,210,1813,0
14249,2021/3/8,Ibaraki,332,5562,0
14250,2021/3/8,Tochigi,104,4000,0
14251,2021/3/8,Gunma,161,4362,0
14252,2021/3/8,Saitama,1283,28210,0
14253,2021/3/8,Chiba,1281,25544,0
14254,2021/3/8,Tokyo,2699,109393,0
14255,2021/3/8,Kanagawa,1012,44005,0
14256,2021/3/8,Niigata,62,1046,0
14257,2021/3/8,Toyama,10,871,0
14258,2021/3/8,Ishikawa,69,1759,13
14259,2021/3/8,Fukui,3,518,0
14260,2021/3/8,Yamanashi,2,922,0
14261,2021/3/8,Nagano,16,2349,32
14262,2021/3/8,Gifu,115,4546,0
14263,2021/3/8,Shizuoka,171,4997,0
14264,2021/3/8,Aichi,559,25060,0
14265,2021/3/8,Mie,97,2489,78
14266,2021/3/8,Shiga,159,2366,0
14267,2021/3/8,Kyoto,159,8801,15
14268,2021/3/8,Osaka,935,45225,411
14269,2021/3/8,Hyogo,370,17257,0
14270,2021/3/8,Nara,72,3289,0
14271,2021/3/8,Wakayama,7,1118,24
14272,2021/3/8,Tottori,2,203,3
14273,2021/3/8,Shimane,1,283,0
14274,2021/3/8,Okayama,44,2419,30
14275,2021/3/8,Hiroshima,34,4909,0
14276,2021/3/8,Yamaguchi,31,1314,0
14277,2021/3/8,Tokushima,25,420,0
14278,2021/3/8,Kagawa,16,727,0
14279,2021/3/8,Ehime,21,1021,0
14280,2021/3/8,Kochi,19,866,0
14281,2021/3/8,Fukuoka,428,17527,0
14282,2021/3/8,Saga,57,1047,19
14283,2021/3/8,Kumamoto,30,3357,3
14284,2021/3/8,Oita,16,1259,0
14285,2021/3/8,Miyazaki,12,1913,7
14286,2021/3/8,Kagoshima,16,1746,27
14287,2021/3/8,Okinawa,267,7949,5
14288,2021/3/9,ALL,11581,419201,693
14289,2021/3/9,Hokkaido,641,18243,18
14290,2021/3/9,Aomori,19,783,0
14291,2021/3/9,Iwate,1,524,0
14292,2021/3/9,Miyagi,216,3594,0
14293,2021/3/9,Akita,1,262,0
14294,2021/3/9,Yamagata,8,522,0
14295,2021/3/9,Fukushima,217,1818,0
14296,2021/3/9,Ibaraki,324,5596,0
14297,2021/3/9,Tochigi,115,4011,0
14298,2021/3/9,Gunma,147,4382,0
14299,2021/3/9,Saitama,1340,28253,0
14300,2021/3/9,Chiba,1173,25729,0
14301,2021/3/9,Tokyo,2660,109701,0
14302,2021/3/9,Kanagawa,994,44122,0
14303,2021/3/9,Niigata,67,1056,0
14304,2021/3/9,Toyama,9,872,0
14305,2021/3/9,Ishikawa,57,1769,9
14306,2021/3/9,Fukui,3,518,0
14307,2021/3/9,Yamanashi,2,922,0
14308,2021/3/9,Nagano,19,2351,32
14309,2021/3/9,Gifu,110,4557,0
14310,2021/3/9,Shizuoka,173,5009,0
14311,2021/3/9,Aichi,523,25101,0
14312,2021/3/9,Mie,90,2500,79
14313,2021/3/9,Shiga,179,2377,0
14314,2021/3/9,Kyoto,164,8809,15
14315,2021/3/9,Osaka,910,45346,413
14316,2021/3/9,Hyogo,349,17286,0
14317,2021/3/9,Nara,73,3293,0
14318,2021/3/9,Wakayama,7,1119,24
14319,2021/3/9,Tottori,2,203,3
14320,2021/3/9,Shimane,1,283,0
14321,2021/3/9,Okayama,44,2419,40
14322,2021/3/9,Hiroshima,33,4913,0
14323,2021/3/9,Yamaguchi,31,1316,0
14324,2021/3/9,Tokushima,21,423,0
14325,2021/3/9,Kagawa,17,728,0
14326,2021/3/9,Ehime,21,1022,0
14327,2021/3/9,Kochi,19,866,0
14328,2021/3/9,Fukuoka,397,17571,0
14329,2021/3/9,Saga,68,1055,19
14330,2021/3/9,Kumamoto,27,3361,1
14331,2021/3/9,Oita,13,1262,0
14332,2021/3/9,Miyazaki,11,1913,8
14333,2021/3/9,Kagoshima,13,1749,27
14334,2021/3/9,Okinawa,266,7973,5
14335,2021/3/10,ALL,11648,420320,720
14336,2021/3/10,Hokkaido,659,18276,31
14337,2021/3/10,Aomori,24,784,0
14338,2021/3/10,Iwate,1,524,0
14339,2021/3/10,Miyagi,228,3611,0
14340,2021/3/10,Akita,1,262,0
14341,2021/3/10,Yamagata,8,522,0
14342,2021/3/10,Fukushima,233,1823,0
14343,2021/3/10,Ibaraki,313,5638,0
14344,2021/3/10,Tochigi,118,4021,0
14345,2021/3/10,Gunma,146,4399,0
14346,2021/3/10,Saitama,1409,28314,0
14347,2021/3/10,Chiba,1165,25837,0
14348,2021/3/10,Tokyo,2651,110032,0
14349,2021/3/10,Kanagawa,968,44267,0
14350,2021/3/10,Niigata,76,1060,0
14351,2021/3/10,Toyama,9,872,0
14352,2021/3/10,Ishikawa,47,1776,6
14353,2021/3/10,Fukui,2,519,0
14354,2021/3/10,Yamanashi,2,922,0
14355,2021/3/10,Nagano,21,2354,31
14356,2021/3/10,Gifu,99,4571,0
14357,2021/3/10,Shizuoka,201,5030,0
14358,2021/3/10,Aichi,515,25147,0
14359,2021/3/10,Mie,88,2509,79
14360,2021/3/10,Shiga,178,2386,0
14361,2021/3/10,Kyoto,156,8825,15
14362,2021/3/10,Osaka,913,45425,413
14363,2021/3/10,Hyogo,349,17325,0
14364,2021/3/10,Nara,78,3301,0
14365,2021/3/10,Wakayama,8,1120,24
14366,2021/3/10,Tottori,1,204,3
14367,2021/3/10,Shimane,1,283,0
14368,2021/3/10,Okayama,44,2419,56
14369,2021/3/10,Hiroshima,37,4916,0
14370,2021/3/10,Yamaguchi,26,1321,0
14371,2021/3/10,Tokushima,20,424,0
14372,2021/3/10,Kagawa,18,729,0
14373,2021/3/10,Ehime,21,1023,0
14374,2021/3/10,Kochi,20,866,0
14375,2021/3/10,Fukuoka,388,17614,0
14376,2021/3/10,Saga,76,1059,19
14377,2021/3/10,Kumamoto,27,3365,2
14378,2021/3/10,Oita,9,1266,0
14379,2021/3/10,Miyazaki,9,1915,8
14380,2021/3/10,Kagoshima,12,1750,27
14381,2021/3/10,Okinawa,269,7993,6
14382,2021/3/11,ALL,11810,421391,719
14383,2021/3/11,Hokkaido,690,18323,21
14384,2021/3/11,Aomori,30,786,0
14385,2021/3/11,Iwate,3,524,0
14386,2021/3/11,Miyagi,255,3625,0
14387,2021/3/11,Akita,1,262,0
14388,2021/3/11,Yamagata,16,522,0
14389,2021/3/11,Fukushima,240,1830,0
14390,2021/3/11,Ibaraki,319,5668,0
14391,2021/3/11,Tochigi,123,4033,0
14392,2021/3/11,Gunma,137,4418,0
14393,2021/3/11,Saitama,1373,28474,0
14394,2021/3/11,Chiba,1175,25945,0
14395,2021/3/11,Tokyo,2668,110332,0
14396,2021/3/11,Kanagawa,1001,44348,0
14397,2021/3/11,Niigata,81,1065,0
14398,2021/3/11,Toyama,9,872,0
14399,2021/3/11,Ishikawa,32,1784,1
14400,2021/3/11,Fukui,2,519,0
14401,2021/3/11,Yamanashi,2,922,0
14402,2021/3/11,Nagano,25,2355,32
14403,2021/3/11,Gifu,82,4589,0
14404,2021/3/11,Shizuoka,225,5031,0
14405,2021/3/11,Aichi,496,25207,0
14406,2021/3/11,Mie,84,2520,79
14407,2021/3/11,Shiga,176,2401,0
14408,2021/3/11,Kyoto,174,8833,14
14409,2021/3/11,Osaka,933,45489,415
14410,2021/3/11,Hyogo,360,17355,0
14411,2021/3/11,Nara,81,3303,0
14412,2021/3/11,Wakayama,8,1121,24
14413,2021/3/11,Tottori,0,205,3
14414,2021/3/11,Shimane,0,284,0
14415,2021/3/11,Okayama,44,2419,67
14416,2021/3/11,Hiroshima,35,4919,0
14417,2021/3/11,Yamaguchi,26,1321,0
14418,2021/3/11,Tokushima,20,425,0
14419,2021/3/11,Kagawa,19,730,0
14420,2021/3/11,Ehime,18,1028,0
14421,2021/3/11,Kochi,18,869,0
14422,2021/3/11,Fukuoka,411,17638,0
14423,2021/3/11,Saga,80,1060,20
14424,2021/3/11,Kumamoto,31,3366,3
14425,2021/3/11,Oita,7,1268,0
14426,2021/3/11,Miyazaki,7,1918,7
14427,2021/3/11,Kagoshima,11,1751,27
14428,2021/3/11,Okinawa,279,8012,6
14429,2021/3/12,ALL,12058,422452,655
14430,2021/3/12,Hokkaido,711,18380,8
14431,2021/3/12,Aomori,29,795,0
14432,2021/3/12,Iwate,3,525,0
14433,2021/3/12,Miyagi,281,3647,0
14434,2021/3/12,Akita,1,262,0
14435,2021/3/12,Yamagata,16,522,0
14436,2021/3/12,Fukushima,237,1842,0
14437,2021/3/12,Ibaraki,329,5699,0
14438,2021/3/12,Tochigi,134,4040,0
14439,2021/3/12,Gunma,134,4441,0
14440,2021/3/12,Saitama,1460,28539,0
14441,2021/3/12,Chiba,1160,26062,0
14442,2021/3/12,Tokyo,2657,110622,0
14443,2021/3/12,Kanagawa,1015,44437,0
14444,2021/3/12,Niigata,89,1069,0
14445,2021/3/12,Toyama,8,873,0
14446,2021/3/12,Ishikawa,24,1792,1
14447,2021/3/12,Fukui,2,519,0
14448,2021/3/12,Yamanashi,6,923,0
14449,2021/3/12,Nagano,34,2356,32
14450,2021/3/12,Gifu,74,4600,0
14451,2021/3/12,Shizuoka,229,5042,0
14452,2021/3/12,Aichi,513,25253,0
14453,2021/3/12,Mie,86,2523,79
14454,2021/3/12,Shiga,169,2418,0
14455,2021/3/12,Kyoto,183,8841,15
14456,2021/3/12,Osaka,956,45575,413
14457,2021/3/12,Hyogo,402,17369,0
14458,2021/3/12,Nara,82,3313,0
14459,2021/3/12,Wakayama,6,1124,24
14460,2021/3/12,Tottori,1,205,2
14461,2021/3/12,Shimane,0,284,0
14462,2021/3/12,Okayama,77,2441,19
14463,2021/3/12,Hiroshima,33,4922,0
14464,2021/3/12,Yamaguchi,23,1324,0
14465,2021/3/12,Tokushima,20,426,0
14466,2021/3/12,Kagawa,18,731,0
14467,2021/3/12,Ehime,17,1032,0
14468,2021/3/12,Kochi,18,871,0
14469,2021/3/12,Fukuoka,404,17675,0
14470,2021/3/12,Saga,78,1068,20
14471,2021/3/12,Kumamoto,28,3366,2
14472,2021/3/12,Oita,7,1268,0
14473,2021/3/12,Miyazaki,6,1918,7
14474,2021/3/12,Kagoshima,10,1752,27
14475,2021/3/12,Okinawa,285,8044,6
14476,2021/3/13,ALL,12312,423426,656
14477,2021/3/13,Hokkaido,703,18439,3
14478,2021/3/13,Aomori,36,796,0
14479,2021/3/13,Iwate,6,525,0
14480,2021/3/13,Miyagi,330,3651,0
14481,2021/3/13,Akita,1,262,0
14482,2021/3/13,Yamagata,15,523,0
14483,2021/3/13,Fukushima,243,1849,0
14484,2021/3/13,Ibaraki,319,5726,0
14485,2021/3/13,Tochigi,138,4054,0
14486,2021/3/13,Gunma,137,4456,0
14487,2021/3/13,Saitama,1549,28623,0
14488,2021/3/13,Chiba,1200,26145,0
14489,2021/3/13,Tokyo,2746,110847,0
14490,2021/3/13,Kanagawa,982,44560,0
14491,2021/3/13,Niigata,95,1069,0
14492,2021/3/13,Toyama,8,873,0
14493,2021/3/13,Ishikawa,24,1796,1
14494,2021/3/13,Fukui,2,519,0
14495,2021/3/13,Yamanashi,6,923,0
14496,2021/3/13,Nagano,41,2356,31
14497,2021/3/13,Gifu,75,4602,0
14498,2021/3/13,Shizuoka,220,5069,0
14499,2021/3/13,Aichi,516,25299,0
14500,2021/3/13,Mie,86,2528,79
14501,2021/3/13,Shiga,152,2438,0
14502,2021/3/13,Kyoto,183,8841,15
14503,2021/3/13,Osaka,969,45679,412
14504,2021/3/13,Hyogo,426,17393,0
14505,2021/3/13,Nara,80,3320,0
14506,2021/3/13,Wakayama,6,1124,24
14507,2021/3/13,Tottori,1,205,2
14508,2021/3/13,Shimane,0,284,0
14509,2021/3/13,Okayama,77,2441,25
14510,2021/3/13,Hiroshima,32,4924,0
